n,input_graph6,output_graph6,case,move,N_old,R_old,N_new,R_new,cross_score,mean_gain
17,PhG`AA??G@?C_???_?S????C,PhG`AA??G@?C_???_?S??_??,leaf_degree_two,pendant_path_fold,4800,47592,6374,63375,848592,17679/637400
17,PhG`AA??G@?C_???_?S??_??,PHG`AA??G@?Co???_?S??_??,cherry,cherry_swing,6374,63375,5286,53775,7761600,646800/2807747
17,PhG`AA??G@?C_???o???@_??,PhG`AA??G@?C_?_?O???@_??,leaf_degree_two,pendant_path_fold,5743,56491,7632,75242,975494,487747/21915288
17,PhG`AA??G@?C_???o?C??_??,PhG`AA??G@?C_?_?O?C??_??,leaf_degree_two,pendant_path_fold,7632,75242,10151,100244,1280666,640333/38736216
17,PhG`AA??G@O??@?@O???@??G,PHG`AB??G@O??@?@O???@??G,cherry,cherry_swing,4448,43980,3734,37595,3001240,375155/2076104
17,PhG`AA??G@O??@?@O???@_??,PhG`AA??G@O??@?@O?C??_??,leaf_degree_two,pendant_path_fold,5321,52200,7070,69523,877883,877883/37619470
17,PhG`AA??G@O??@?@O?C??_??,PHG`AB??G@O??@?@O?C??_??,cherry,cherry_swing,7070,69523,5846,58927,10182432,2545608/10332805
17,PhG`AA??G@O??@_???K????C,PhG`AA??G@O?_?_???K????C,leaf_degree_two,pendant_path_fold,4795,46527,6369,61960,767737,767737/30539355
17,PhG`AA??G@O??@_???K??_??,PhG`AA??G@O?_?_???K??_??,leaf_degree_two,pendant_path_fold,6369,61960,8468,82538,1007242,503621/26966346
17,PhG`AA??G@O??@_?O?C??_??,PhG`AA??G@O?_?_?O?C??_??,leaf_degree_two,pendant_path_fold,8468,82538,11267,109976,1321122,660561/47704478
17,PhG`AA??K??@_???o???@_??,PhG`AA?_C??@_???o???@_??,leaf_degree_two,pendant_path_fold,5738,55216,7627,73547,880254,440127/21881863
17,PhG`AA??K??@_???o?C??_??,PhG`AA?_C??@_???o?C??_??,leaf_degree_two,pendant_path_fold,7627,73547,10146,97989,1154241,4323/289826
17,PhG`AA??K??@_?_?O?C??_??,PhG`AA?_C??@_?_?O?C??_??,leaf_degree_two,pendant_path_fold,10146,97989,13505,130579,1513089,5667/513190
17,PhG`C?@?G@?C?G_???G?@??G,PhG`C?@?G@?C?G_???G?A??O,broom,shorten,2029,20453,3001,30713,937224,937224/6089029
17,PhG`C?@?G@?C?G_???G?@??O,PhG`C?@?G@?C?G_???G?A??O,leaf_degree_two,pendant_path_fold,2352,23762,3001,30713,927214,463607/3529176
17,PhG`C?@?G@?C?G_???G?@_??,PhG`C?@?G@?C?G_???G?A_??,leaf_degree_two,pendant_path_fold,2673,26741,3321,33689,1243836,1396/9963
17,PhG`C?@?G@?C?G_???G?A??O,PHG`C?@?G@?C?Go?G??A??O?,star,balanced_insertion,3001,30713,2664,27614,1050182,525091/3997332
17,PhG`C?@?G@?C?G_???G?A_??,PHG`C?@?G@?C?Go???G?A_??,cherry,cherry_swing,3321,33689,2777,28617,1482704,1482704/9222417
17,PhG`C?@?G@?C?G_???K????C,PhG`C?@?G@?C?G_?O?C????C,leaf_degree_two,pendant_path_fold,2996,30050,3967,39984,583714,291857/5942566
17,PhG`C?@?G@?C?G_???K??_??,PhG`C?@?G@?C?G_?O?C??_??,leaf_degree_two,pendant_path_fold,3967,39984,5262,53230,767602,383801/10437177
17,PhG`C?@?G@?C?O??_?O?C?O?,PhG`C?@???O??M??_?O?C?O?,star,balanced_insertion,3156,31990,2661,27581,1920246,320041/1399686
17,PhG`C?@?G@?C?O??_?O?C_??,PhG`?A@_?????R??_?O?C_??,star,balanced_insertion,3093,31569,2663,27588,1261437,420479/2745553
17,PhG`C?@?G@?C?O??_?OA???C,PhG`C?@?G@?C?O??_?OA??O?,leaf_degree_two,pendant_path_fold,2640,26376,3494,35087,471936,4916/96085
17,PhG`C?@?G@?C?O??_?OA??O?,PhG`??@?G@?C_O??_?OA??O?,cherry,cherry_swing,3494,35087,2918,29839,1873600,468400/2548873
17,PhG`C?@?G@?C?O??_?OA?_??,PhG`C???G@?C?W??_?OA?_??,cherry,cherry_swing,3422,34619,2862,29451,1701744,141812/816147
17,PhG`C?@?G@?C?O??_?S????C,PhG`C?@?G@?C?O??_?S??_??,leaf_degree_two,pendant_path_fold,2586,26027,3413,34577,585971,585971/8826018
17,PhG`C?@?G@?C?O??_?S??_??,PhG`C???G@?C?W??_?S??_??,cherry,cherry_swing,3413,34577,2861,29445,1570988,1570988/9764593
17,PhG`C?@?G@?C?O??_G??@?O?,PhG`C?@?G@?C?O?O?G??@?O?,leaf_degree_two,pendant_path_fold,3151,31291,4176,41642,542726,271363/6579288
17,PhG`C?@?G@?C?O??_G??@_??,PhG`C?@?G@?C?O?O?G??@_??,leaf_degree_two,pendant_path_fold,3088,30888,4086,41071,618880,19340/394299
17,PhG`C?@?G@?C?O??_G?A??O?,PhG`C?@?G@?C?O?O?G?A??O?,leaf_degree_two,pendant_path_fold,4176,41642,5543,55444,712538,356269/11573784
17,PhG`C?@?G@?C?O??_G?A?_??,PhG`C?@?G@?C?O?O?G?A?_??,leaf_degree_two,pendant_path_fold,4086,41071,5417,54649,814207,814207/22133862
17,PhG`C?@?G@?C?O??_GC????C,PhG`C?@?G@?C?O?O?GC????C,leaf_degree_two,pendant_path_fold,3079,30839,4068,40966,681262,340631/6262686
17,PhG`C?@?G@?C?O??_GC??_??,PhG`C?@?G@?C?O?O?GC??_??,leaf_degree_two,pendant_path_fold,4068,40982,5381,54457,1006934,503467/10944954
17,PhG`C?@?G@?C?O??o???@??C,PhG`C?@?G@?C?O?OO???@??C,leaf_degree_two,pendant_path_fold,2100,20796,2756,27528,495024,10313/120575
17,PhG`C?@?G@?C?O??o???@??G,PhG`C?@?G@?C?O?OO???@??G,leaf_degree_two,pendant_path_fold,2604,26180,3422,34667,684908,24461/318246
17,PhG`C?@?G@?C?O??o???@_??,PhG`C?@?G@?C?O?OO???@_??,leaf_degree_two,pendant_path_fold,3106,31055,4086,41135,874580,218645/3172779
17,PhG`C?@?G@?C?O??o?C??_??,PhG`C?@?G@?C?O?OO?C??_??,leaf_degree_two,pendant_path_fold,4113,41317,5417,54745,1351996,1351996/22280121
17,PhG`C?@?G@?C?O?O?GC????C,PhG`C?@?G@?C?O?O?GC??_??,leaf_degree_two,pendant_path_fold,4068,40966,5381,54457,1093030,546515/10944954
17,PhG`C?@?G@?C?O?OO???@??C,PhG`C?@?G@?C?O?OO???@??G,leaf_degree_two,pendant_path_fold,2756,27528,3422,34667,1341436,335359/2357758
17,PhG`C?@?G@?C?O?OO???@??G,PHG`C?@?G@?C?O?OW???@??G,cherry,cherry_swing,3422,34667,2861,29445,1578503,1578503/9790342
17,PhG`C?@?G@?C?O?OO???@_??,PhG`C?@?G@?C?O?OO?C??_??,leaf_degree_two,pendant_path_fold,4086,41135,5417,54745,859775,859775/22133862
17,PhG`C?@?G@?C?O_???G?@??G,PhG`C?@?G@?C?O_???G?A??O,broom,shorten,2130,21375,3156,32118,951840,2644/18673
17,PhG`C?@?G@?C?O_???G?@??O,PhG`C?@?G@?C?O_???G?A??O,leaf_degree_two,pendant_path_fold,2471,24839,3156,32118,971694,161949/1299746
17,PhG`C?@?G@?C?O_???G?@_??,PhG`C?@?G@?C?O_???G?A_??,leaf_degree_two,pendant_path_fold,2810,27955,3494,35231,1324340,66217/490907
17,PhG`C?@?G@?C?O_???G?A??O,PhG`??@?G@?C?O_O?GA??O??,star,balanced_insertion,3156,32118,2798,28875,1263336,52639/367937
17,PhG`C?@?G@?C?O_???G?A_??,PHG`C?@?G@?C?Oo???G?A_??,cherry,cherry_swing,3494,35231,2916,29910,1771944,73831/424521
17,PhG`C?@?G@?C?O_???K????C,PhG`C?@?G@?C?O_?O?C????C,leaf_degree_two,pendant_path_fold,3151,31419,4176,41818,562774,9703/226872
17,PhG`C?@?G@?C?O_???K??_??,PhG`C?@?G@?C?O_?O?C??_??,leaf_degree_two,pendant_path_fold,4176,41818,5543,55684,739210,12745/399096
17,PhG`C?@?G@?C_???_?G?A??O,PHG`C@@O????_B??_?G?A??O,broom,balanced_insertion,1877,18961,1544,15836,448388,112097/724522
17,PhG`C?@?G@?C_???_?G?A??_,PHG`C@@O????_B??_?G?A??_,broom,balanced_insertion,2054,20663,1692,17300,572404,143101/868842
17,PhG`C?@?G@?C_???_?G?A_??,PHG`C?@?G@?C_?O?g??A?_??,broom,balanced_insertion,2229,22177,1563,16043,1097196,365732/1161309
17,PhG`C?@?G@?C_???_?G?C??C,PhG`C?@?G@?C_???_?O?C??C,leaf_degree_two,pendant_path_fold,1872,18584,2414,24267,566048,17689/141219
17,PhG`C?@?G@?C_???_?G?C??_,PhG`C?@?G@?C_???_?O?C??_,leaf_degree_two,pendant_path_fold,2414,24267,3137,31845,748251,748251/7572718
17,PhG`C?@?G@?C_???_?G?C_??,PhG`C?@?G@?C_???_?O?C_??,leaf_degree_two,pendant_path_fold,2588,25778,3309,33349,1007810,503905/4281846
17,PhG`C?@?G@?C_???_?K????C,PhG`C?@?G@?C_???_?S????C,leaf_degree_two,pendant_path_fold,2226,21807,2766,27483,858996,23861/171031
17,PhG`C?@?G@?C_???_?K??_??,PhG`C?@?G@?C_???_?S??_??,leaf_degree_two,pendant_path_fold,2945,29013,3665,36581,1398400,2944/22723
17,PhG`C?@?G@?C_???_?O?C??_,PhG`C?@?A?G??K??_?O?C??_,broom,balanced_insertion,3137,31845,2609,27069,1831848,1831848/8184433
17,PhG`C?@?G@?C_???_?O?C_??,PhG`??@?G@?C_O?O?GA??_??,star,balanced_insertion,3309,33349,2802,28959,2381433,793811/3090606
17,PhG`C?@?G@?C_???_?S????C,PhG`C?@?G@?C_???_?S??_??,leaf_degree_two,pendant_path_fold,2766,27483,3665,36581,457851,152617/3379130
17,PhG`C?@?G@?C_???_?S??_??,PHG`C?@?G@?Co???_?S??_??,cherry,cherry_swing,3665,36581,3053,31045,2098132,2098132/11189245
17,PhG`C?@?G@?C_???o???@_??,PhG`C?@?G@?C_?_?O???@_??,leaf_degree_two,pendant_path_fold,3304,32614,4383,43424,525734,262867/7240716
17,PhG`C?@?G@?C_???o?C??_??,PhG`C?@?G@?C_?_?O?C??_??,leaf_degree_two,pendant_path_fold,4383,43424,5822,57838,689426,344713/12758913
17,PhG`C?@?G@?G?@?@?G??@??G,PhG`C?@?G@?C?@?@?G??@??G,cherry,cherry_swing,2448,24380,2084,21036,688208,43013/318852
17,PhG`C?@?G@?G?@?@?G??@?O?,PhG`C?@?G@?G?@?@?G?A??O?,leaf_degree_two,pendant_path_fold,2921,28920,3870,38483,488443,488443/11304270
17,PhG`C?@?G@?G?@?@?G??@_??,PhG`C?@?G@?G?@?@?G?A?_??,leaf_degree_two,pendant_path_fold,2864,28556,3788,37964,558768,34923/678052
17,PhG`C?@?G@?G?@?@?G?A??O?,PhG`?A@?G@?G?@?@?G?A??O?,cherry,cherry_swing,3870,38483,3222,32687,2506464,7736/38485
17,PhG`C?@?G@?G?@?@?G?A?_??,PhG`?A@?G@?G?@?@?G?A?_??,cherry,cherry_swing,3788,37964,3212,32716,1987840,124240/760441
17,PhG`C?@?G@?G?@?@?GC????C,PhG`C?@?G@?G?@?@?GC??_??,leaf_degree_two,pendant_path_fold,2857,28520,3774,37899,642963,214321/3594106
17,PhG`C?@?G@?G?@?@?GC??_??,PhG`C?@?G@?C?@?@?GC??_??,cherry,cherry_swing,3774,37899,3206,32687,1856544,154712/1008287
17,PhG`C?@?G@?G?@?@O???@??C,PhG`C?@?G@?G?@?@O???@??G,leaf_degree_two,pendant_path_fold,1952,19252,2420,24236,718832,44927/295240
17,PhG`C?@?G@?G?@?@O???@??G,PHG`C?@?G@?G?@?@W???@??G,cherry,cherry_swing,2420,24236,2046,20715,543444,4117/37510
17,PhG`C?@?G@?G?@?@O???@_??,PhG`C?@?G@?G?@?@O?C??_??,leaf_degree_two,pendant_path_fold,2886,28747,3821,38245,532783,532783/11027406
17,PhG`C?@?G@?G?@?@O?C??_??,PhG`C?@?G@?C?@?@O?C??_??,cherry,cherry_swing,3821,38245,3257,33049,1716264,1716264/12444997
17,PhG`C?@?G@?G?@?O??GA???C,PhG`C?@?G@?G?O?O??GA???C,leaf_degree_two,pendant_path_fold,2635,25791,3489,34312,427321,427321/9193515
17,PhG`C?@?G@?G?@?O??GA??O?,PhG`C?@?G@?G?O?O??GA??O?,leaf_degree_two,pendant_path_fold,3489,34312,4628,45674,560650,280325/8073546
17,PhG`C?@?G@?G?@?O??GA?_??,PhG`C?@?G@?G?O?O??GA?_??,leaf_degree_two,pendant_path_fold,3417,33864,4526,45043,643467,407/9782
17,PhG`C?@?G@?G?@?O??K????C,PhG`C?@?G@?G?O?O??K????C,leaf_degree_two,pendant_path_fold,2581,25462,3405,33800,539690,3722/60609
17,PhG`C?@?G@?G?@?O??K??_??,PhG`C?@?G@?G?O?O??K??_??,leaf_degree_two,pendant_path_fold,3408,33832,4502,44927,799552,24986/479463
17,PhG`C?@?G@?G?@?O?G?A??O?,PhG`C?@?G@?G?O?O?G?A??O?,leaf_degree_two,pendant_path_fold,4628,45674,6147,60824,735394,367697/14224158
17,PhG`C?@?G@?G?@?O?G?A?_??,PhG`C?@?G@?G?O?O?G?A?_??,leaf_degree_two,pendant_path_fold,4526,45043,6005,59949,845959,27289/876730
17,PhG`C?@?G@?G?@?O?GC????C,PhG`C?@?G@?G?O?O?GC????C,leaf_degree_two,pendant_path_fold,3405,33800,4504,44918,710590,71059/1533612
17,PhG`C?@?G@?G?@?O?GC??_??,PhG`C?@?G@?G?O?O?GC??_??,leaf_degree_two,pendant_path_fold,4502,44927,5961,59721,1054095,351365/8945474
17,PhG`C?@?G@?G?@?OO???@??C,PhG`C?@?G@?G?O?OO???@??C,leaf_degree_two,pendant_path_fold,2315,22761,3044,30152,517396,129349/1761715
17,PhG`C?@?G@?G?@?OO???@??G,PhG`C?@?G@?G?O?OO???@??G,leaf_degree_two,pendant_path_fold,2873,28664,3782,37983,717911,717911/10865686
17,PhG`C?@?G@?G?@?OO???@_??,PhG`C?@?G@?G?O?OO???@_??,leaf_degree_two,pendant_path_fold,3429,34004,4518,45071,918387,102043/1721358
17,PhG`C?@?G@?G?@?OO?C??_??,PhG`C?@?G@?G?O?OO?C??_??,leaf_degree_two,pendant_path_fold,4544,45250,5993,59993,1424942,712471/13616096
17,PhG`C?@?G@?G?@_???G?@??G,PhG`C?@?G@?G?O_???G?@??G,leaf_degree_two,pendant_path_fold,1800,17752,2344,23372,458912,14341/131850
17,PhG`C?@?G@?G?@_???G?@??O,PhG`C?@?G@?G?O_???G?@??O,leaf_degree_two,pendant_path_fold,2087,20625,2721,27164,570643,570643/5678727
17,PhG`C?@?G@?G?@_???G?@_??,PhG`C?@?G@?G?O_???G?@_??,leaf_degree_two,pendant_path_fold,2372,23204,3096,30572,677200,42325/458982
17,PhG`C?@?G@?G?@_???G?A??O,PhG`C?@?G@?G?O_???G?A??O,leaf_degree_two,pendant_path_fold,2664,26668,3478,35135,848336,1433/15651
17,PhG`C?@?G@?G?@_???G?A_??,PhG`C?@?G@?G?O_???G?A_??,leaf_degree_two,pendant_path_fold,2948,29244,3852,38540,968032,60502/709731
17,PhG`C?@?G@?G?@_???K????C,PhG`C?@?G@?G?O_???K????C,leaf_degree_two,pendant_path_fold,2659,26077,3473,34364,808455,808455/9234707
17,PhG`C?@?G@?G?@_???K??_??,PhG`C?@?G@?G?O_???K??_??,leaf_degree_two,pendant_path_fold,3522,34703,4606,45747,1278916,319729/4055583
17,PhG`C?@?G@?G?@_?O?C??_??,PhG`C?@?G@?G?O_?O?C??_??,leaf_degree_two,pendant_path_fold,4673,46205,6117,60925,2066540,2066540/28584741
17,PhG`C?@?G@?G?O?O?GC????C,PhG`C?@?G@?G?O?O?GC??_??,leaf_degree_two,pendant_path_fold,4504,44918,5961,59721,1227186,204531/4474724
17,PhG`C?@?G@?G?O?OO???@??C,PhG`C?@?G@?G?O?OO???@??G,leaf_degree_two,pendant_path_fold,3044,30152,3782,37983,1585388,396347/2878102
17,PhG`C?@?G@?G?O?OO???@??G,PHG`C?@?G@?G?O?OW???@??G,cherry,cherry_swing,3782,37983,3153,32229,2129679,709893/3974882
17,PhG`C?@?G@?G?O?OO???@_??,PhG`C?@?G@?G?O?OO?C??_??,leaf_degree_two,pendant_path_fold,4518,45071,5993,59993,937871,937871/27076374
17,PhG`C?@?G@?G?O_???G?@??G,PhG`C?@?G@?G?O_???G?A??O,broom,shorten,2344,23372,3478,35135,1068624,66789/509527
17,PhG`C?@?G@?G?O_???G?@??O,PhG`C?@?G@?G?O_???G?A??O,leaf_degree_two,pendant_path_fold,2721,27164,3478,35135,1125943,1125943/9463638
17,PhG`C?@?G@?G?O_???G?@_??,PhG`C?@?G@?G?O_???G?A_??,leaf_degree_two,pendant_path_fold,3096,30572,3852,38540,1556496,1201/9202
17,PhG`C?@?G@?G?O_???G?A??O,PhG`??@?G@?G?O_O?GA??O??,star,balanced_insertion,3478,35135,3078,31583,1700144,425036/2676321
17,PhG`C?@?G@?G?O_???G?A_??,PHG`C?@?G@?G?Oo???G?A_??,cherry,cherry_swing,3852,38540,3206,32687,2351084,587771/3087378
17,PhG`C?@?G@?G?O_???K????C,PhG`C?@?G@?G?O_?O?C????C,leaf_degree_two,pendant_path_fold,3473,34364,4606,45747,598747,598747/15996638
17,PhG`C?@?G@?G?O_???K??_??,PhG`C?@?G@?G?O_?O?C??_??,leaf_degree_two,pendant_path_fold,4606,45747,6117,60925,786151,786151/28174902
17,PhG`C?@?G@?G_???_?G?A??_,PhG`C?@?OA?G_???_?G?A??_,internal_packet,shorten,2249,22520,3440,34722,620978,310489/3868280
17,PhG`C?@?G@?G_???_?G?A_??,PHG`C?@?G@?G_?O?g??A?_??,broom,balanced_insertion,2442,24171,1709,17500,1426761,475587/1391126
17,PhG`C?@?G@?G_???_?G?C??C,PhG`C?@?G@?G_???_?O?C??C,leaf_degree_two,pendant_path_fold,2049,20250,2645,26452,638898,212966/1806535
17,PhG`C?@?G@?G_???_?G?C??_,PhG`C?@?G@?G_???_?O?C??_,leaf_degree_two,pendant_path_fold,2645,26452,3440,34722,844810,84481/909880
17,PhG`C?@?G@?G_???_?G?C_??,PhG`C?@?G@?G_???_?O?C_??,leaf_degree_two,pendant_path_fold,2837,28100,3630,36363,1158831,386277/3432770
17,PhG`C?@?G@?G_???_?K????C,PhG`C?@?G@?G_???_?S????C,leaf_degree_two,pendant_path_fold,2439,23765,3033,29960,993195,36785/273981
17,PhG`C?@?G@?G_???_?K??_??,PhG`C?@?G@?G_???_?S??_??,leaf_degree_two,pendant_path_fold,3230,31627,4022,39887,1631216,407804/3247765
17,PhG`C?@?G@?G_???_?O?C??_,PhG`C?@?OA?G_???_?O?C??_,internal_packet,shorten,3440,34722,5279,53584,1031522,515761/9079880
17,PhG`C?@?G@?G_???_?O?C_??,PhG`??@?G@?G_O?O?GA??_??,star,balanced_insertion,3630,36363,3086,31691,2822112,235176/933515
17,PhG`C?@?G@?G_???_?S????C,PhG`C?@?G@?G_???_?S??_??,leaf_degree_two,pendant_path_fold,3033,29960,4022,39887,478151,478151/12198726
17,PhG`C?@?G@?G_???_?S??_??,PHG`C?@?G@?Go???_?S??_??,cherry,cherry_swing,4022,39887,3342,33819,2717664,226472/1120127
17,PhG`C?@?G@?G_???o???@_??,PhG`C?@?G@?G_?_?O???@_??,leaf_degree_two,pendant_path_fold,3625,35556,4812,47350,548278,274139/8721750
17,PhG`C?@?G@?G_???o?C??_??,PhG`C?@?G@?G_?_?O?C??_??,leaf_degree_two,pendant_path_fold,4812,47350,6395,63076,718462,359231/15386370
17,PhG`C?@?G@O??@??_?S????C,PhG`C?@?G@O??@??_?S??_??,leaf_degree_two,pendant_path_fold,2006,19499,2653,25941,306799,18047/313054
17,PhG`C?@?G@O??@??_?S??_??,PHG`C@@O??O@?@??_?S??_??,broom,balanced_insertion,2653,25941,1773,18080,1972847,1972847/4703769
17,PhG`C?@?G@O??@??_?_?@?@?,PhG`C?@?G@O??@?@??_?@?@?,leaf_degree_two,pendant_path_fold,2125,20924,2778,27603,529503,176501/1967750
17,PhG`C?@?G@O??@??_?_?@_??,PhG`C?@?G@O??@?@??_?@_??,leaf_degree_two,pendant_path_fold,2224,21728,2874,28395,704208,14671/133162
17,PhG`C?@?G@O??@??_?_?G?@?,PhG`C?@?G@O??@?@??_?G?@?,leaf_degree_two,pendant_path_fold,2778,27603,3649,36509,698655,232885/3378974
17,PhG`C?@?G@O??@??_?_?G_??,PhG`C?@?G@O??@?@??_?G_??,leaf_degree_two,pendant_path_fold,2874,28395,3741,37285,931395,310465/3583878
17,PhG`C?@?G@O??@??_?c????C,PhG`C?@?G@O??@?@??c????C,leaf_degree_two,pendant_path_fold,2329,22664,2978,29327,809191,809191/6935762
17,PhG`C?@?G@O??@??_?c??_??,PhG`C?@?G@O??@?@??c??_??,leaf_degree_two,pendant_path_fold,3084,30162,3949,39045,1305042,217507/2029786
17,PhG`C?@?G@O??@??o???@??C,PhG`C?@?G@O??@?@O???@??C,leaf_degree_two,pendant_path_fold,1788,17056,2220,21496,570528,3962/27565
17,PhG`C?@?G@O??@??o???@??G,PhG`C?@?G@O??@?@O???@??G,leaf_degree_two,pendant_path_fold,2220,21496,2760,27100,833040,1157/8510
17,PhG`C?@?G@O??@??o???@_??,PhG`C?@?G@O??@?@O???@_??,leaf_degree_two,pendant_path_fold,2650,25499,3298,32159,1125648,281412/2184925
17,PhG`C?@?G@O??@??o?C??_??,PhG`C?@?G@O??@?@O?C??_??,leaf_degree_two,pendant_path_fold,3513,33945,4377,42825,1866960,207440/1708489
17,PhG`C?@?G@O??@?@??_?G?@?,PHG`C@@O??O@?@?@??_?G?@?,broom,balanced_insertion,3649,36509,2601,26909,3231032,3231032/9491049
17,PhG`C?@?G@O??@?@??_?G_??,PhG`C?@?A??E?@?@??_?G_??,broom,balanced_insertion,3741,37285,2610,27137,4205667,48341/112230
17,PhG`C?@?G@O??@?@??c????C,PhG`C?@?G@O??@?@??c??_??,leaf_degree_two,pendant_path_fold,2978,29327,3949,39045,463687,463687/11760122
17,PhG`C?@?G@O??@?@??c??_??,PHG`C@@O??O@?@?@??c??_??,broom,balanced_insertion,3949,39045,2664,27614,5031806,2515903/5260068
17,PhG`C?@?G@O??@?@O???@??G,PhG`C?@?G@O??@?@??_?@??G,cherry,cherry_swing,2760,27100,2344,23372,984320,3076/20217
17,PhG`C?@?G@O??@?@O???@_??,PhG`C?@?G@O??@?@O?C??_??,leaf_degree_two,pendant_path_fold,3298,32159,4377,42825,476907,158969/4811782
17,PhG`C?@?G@O??@?@O?C??_??,PHG`C?@?G@W??@?@O?C??_??,cherry,cherry_swing,4377,42825,3629,36293,3442536,1147512/5294711
17,PhG`C?@?G@O??@_???K????C,PhG`C?@?G@O?_?_???K????C,leaf_degree_two,pendant_path_fold,2973,28664,3944,38166,416702,208351/5862756
17,PhG`C?@?G@O??@_???K??_??,PhG`C?@?G@O?_?_???K??_??,leaf_degree_two,pendant_path_fold,3944,38166,5239,50836,545510,272755/10331308
17,PhG`C?@?G@O??@_?O?C??_??,PhG`C?@?G@O?_?_?O?C??_??,leaf_degree_two,pendant_path_fold,5239,50836,6966,67730,713894,356947/18247437
17,PhG`C?@?GA?@?O??_G??@?O?,PhG`C?@?OA?@?O??_G??@?O?,leaf_degree_two,pendant_path_fold,3146,30592,4171,40715,490158,245079/6560983
17,PhG`C?@?GA?@?O??_G??@_??,PhG`C?@?OA?@?O??_G??@_??,leaf_degree_two,pendant_path_fold,3083,30207,4081,40168,563177,563177/12581723
17,PhG`C?@?GA?@?O??_G?A??O?,PhG`C?@?OA?@?O??_G?A??O?,leaf_degree_two,pendant_path_fold,4171,40715,5538,54213,642753,214251/7699666
17,PhG`C?@?GA?@?O??_G?A?_??,PhG`C?@?OA?@?O??_G?A?_??,leaf_degree_two,pendant_path_fold,4081,40168,5412,53450,740234,33647/1003926
17,PhG`C?@?GA?@?O??_GC????C,PhG`C?@?OA?@?O??_GC????C,leaf_degree_two,pendant_path_fold,3074,30164,4063,40071,621922,310961/6244831
17,PhG`C?@?GA?@?O??_GC??_??,PhG`C?@?OA?@?O??_GC??_??,leaf_degree_two,pendant_path_fold,4063,40091,5376,53274,923046,153841/3640448
17,PhG`C?@?GA?@?O??o???@??C,PhG`C?@?OA?@?O??o???@??C,leaf_degree_two,pendant_path_fold,2095,20343,2751,26929,452662,64666/823335
17,PhG`C?@?GA?@?O??o???@??G,PhG`C?@?OA?@?O??o???@??G,leaf_degree_two,pendant_path_fold,2599,25619,3417,33924,628353,209451/2960261
17,PhG`C?@?GA?@?O??o???@_??,PhG`C?@?OA?@?O??o???@_??,leaf_degree_two,pendant_path_fold,3101,30386,4081,40248,803782,114826/1807883
17,PhG`C?@?GA?@?O??o?C??_??,PhG`C?@?OA?@?O??o?C??_??,leaf_degree_two,pendant_path_fold,4108,40432,5412,53570,1247576,14177/252642
17,PhG`C?@?GA?@?O?O?G?A??O?,PhG`C?@?OA?@?O?O?G?A??O?,leaf_degree_two,pendant_path_fold,5538,54213,7361,72211,842625,280875/13588406
17,PhG`C?@?GA?@?O?O?G?A?_??,PhG`C?@?OA?@?O?O?G?A?_??,leaf_degree_two,pendant_path_fold,5412,53450,7187,71160,972770,486385/19448022
17,PhG`C?@?GA?@?O?O?GC????C,PhG`C?@?OA?@?O?O?GC????C,leaf_degree_two,pendant_path_fold,4063,40071,5382,53281,818581,818581/21867066
17,PhG`C?@?GA?@?O?O?GC??_??,PhG`C?@?OA?@?O?O?GC??_??,leaf_degree_two,pendant_path_fold,5376,53274,7127,70852,1216554,202759/6385792
17,PhG`C?@?GA?@?O?OO???@??C,PhG`C?@?OA?@?O?OO???@??C,leaf_degree_two,pendant_path_fold,2751,26929,3626,35711,596407,85201/1425018
17,PhG`C?@?GA?@?O?OO???@??G,PhG`C?@?OA?@?O?OO???@??G,leaf_degree_two,pendant_path_fold,3417,33924,4508,44998,828774,138129/2567306
17,PhG`C?@?GA?@?O?OO???@_??,PhG`C?@?OA?@?O?OO???@_??,leaf_degree_two,pendant_path_fold,4081,40248,5388,53398,1061014,530507/10994214
17,PhG`C?@?GA?@?O?OO?C??_??,PhG`C?@?OA?@?O?OO?C??_??,leaf_degree_two,pendant_path_fold,5412,53570,7151,71088,1649186,74963/1759146
17,PhG`C?@?GA?@?O_???G?@??O,PhG`C?@?OA?@?O_???G?@??O,leaf_degree_two,pendant_path_fold,2466,24316,3227,32087,658810,329405/3978891
17,PhG`C?@?GA?@?O_???G?@_??,PhG`C?@?OA?@?O_???G?@_??,leaf_degree_two,pendant_path_fold,2805,27360,3674,36115,781935,4739/62458
17,PhG`C?@?GA?@?O_???G?A??O,PhG`C?@?OA?@?O_???G?A??O,leaf_degree_two,pendant_path_fold,3151,31451,4128,41514,980886,163481/2167888
17,PhG`C?@?GA?@?O_???G?A_??,PhG`C?@?OA?@?O_???G?A_??,leaf_degree_two,pendant_path_fold,3489,34492,4574,45539,1119163,1119163/15958686
17,PhG`C?@?GA?@?O_???K????C,PhG`C?@?OA?@?O_???K????C,leaf_degree_two,pendant_path_fold,3146,30752,4123,40599,933958,466979/6485479
17,PhG`C?@?GA?@?O_???K??_??,PhG`C?@?OA?@?O_???K??_??,leaf_degree_two,pendant_path_fold,4171,40935,5472,54058,1479598,739799/11411856
17,PhG`C?@?GA?@?O_?O?C??_??,PhG`C?@?OA?@?O_?O?C??_??,leaf_degree_two,pendant_path_fold,5538,54513,7271,72004,2394129,798043/13422266
17,PhG`C?@?GA?@_???_?G?C??C,PhG`C?@?OA?@_???_?G?C??C,leaf_degree_two,pendant_path_fold,1867,18207,2409,23782,540331,49121/408873
